NOM;ADR1;CP;VILLE;TEL;FAX;TARIF1;TARIF2;TARIF3;TARIF_AUTRE;MICRO_ONDE;MICRO_ONDE_COLL;KITCHENETTE;FRIGO;CUISINE_COLL;WC_CHAMBRE;WC_PALIER;DOUCHE_CHAMBRE;DOUCHE_PALIER;ITINERAIRE;OBS
HOTEL TONTONVILLE;73 rue Georges Gosnat;94200;IVRY SUR SEINE;01 49 59 08 35;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;"M. KABICHE Hamid
01 41 90 90 64"
F1 Cergy Conflans Saint Honorine;98 Rue de Cergy;78700;CONFLANS SAINTE HONORINE;08 91 70 52 28;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
R�sidence BHNV - THIAIS;52 Rue Gabriel P�ri;94320;THIAIS;06 23 71 48 86;;0;0;0;;VRAI;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;VRAI;FAUX;;
HOTEL F1 BLANC-MESNIL;Z.I. du Coudray, 8 Rue Nicolas Copernic;93600;AULNAY SOUS BOIS;08 91 70 51 69;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL F1 PARIS PORTE DE MONTMARTRE;29 Rue du Dr Babinski;75018;PARIS;08 91 70 53 50;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL F1 PORTE DE MONTREUIL;290-302, Rue Etienne Marcel, ZAC Eug�ne Barlain;93100;MONTREUIL;01 41 58 60 80;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL L'EXPRESS;62 Boulevard de la Gare;95350;SAINT BRICE SOUS FOR�T;06 75 71 13 12;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;Mr AISSIOU - Propri�taire .
HOTEL PRATIC;65 rue Planchat;75020;PARIS;06 70 75 14 24;06 17 27 80 29;30;15;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;;"M ABBOU ou Mme Four� 06 70 75 14 24 .
Visite effectu�e le 04/08 : Chambres singles, table, chaise et armoir. Le g�rant est ok pour ajouter dans chaque chambre un figo, un micro-ondes et une TV (A v�rifier). EXCLUSIVEMENT POUR LES HOMMES   (MOTIF: ANCIEN DELINQUANT RESIDENT A L'HOTEL)
PAS DE MINEURS -
Pas d'accueil le dimanche et apr�s 20h00"
FORMULE 1 EVRY;Rue Alcide de Gasp�ri, Zac Le Bois Briard;91000;EVRY;08 91 70 52 46;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;;
R�sidence Hamiche;3 rue Pierre Brossolette;93160;NOISY LE GRAND;06 67 31 87 33;;0;0;0;;VRAI;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;VRAI;FAUX;;Appart de 65 m� sur RDC, deux pi�ces + salon, avec cours (jardin)
RESIDENCE JOFRA (ANCIEN SCI MNL);92 AVENUE JACK GOUREVITCH;94500;CHAMPIGNY SUR MARNE;06 18 65 62 13;06 13 44 26 14;0;0;0;;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;<div>RER A ou E : arr�t Champigny Les Boullereaux RER A : Joinville Le Pont Bus 106 : arr�t G�n�ral de Gaulle Stalingrad</div>;"Le studio comporte deux pi�ces + une chambre au dessus en mezzanine et est �quip� lave linge, lave vaisselle � tout � l'int�rieur
LA GERANTE: Mme KHALIL 06.18.65.62.13 ou M.KHALIL: 06.13.44.26.14"
F1 Saint Denis Stade;Rue de la Cokerie, Avenue Francis de Pressenc�;93210;SAINT DENIS;08 91 70 53 78;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;<div>RER de La Plaine-Stade de France</div>;
IBIS BUDGET GRIGNY CENTRE;10 Avenue des Tuileries;91350;GRIGNY;08 92 70 74 12;;0;0;0;;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;<div>RER D - Grigny Centre </div>;
HOTEL VEGA;4 rue du G�n�ral Leclerc;60200;COMPIEGNE;03 44 23 32 17;03 44 86 06 23;30;27;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"<div>Prendre le TER � GARE DU NORD et descendre � l'arr�t : COMPIEGNE (Hotel � 450m/6mn)</div>

<div>Marcher : direction sud/ouest vers la &quot;rue d'Amiens&quot; en direction des quais. Prendre � gauche vers le Pont &quot;LOUIS XV&quot; et continuer rue Solferino. La rue du G�n�ral Leclerc et � l'angle de la 2eme rue � droite.</div>";"1/-Responsable de l'�tablissement : Mohamed EL JABRI
2/-Transports urbains gratuits � Compi�gne
3/-Chambre avec sanitaires : 30 euros/jour
4/-Chambres sans sanitaires : 27 euros/jour"
HOTEL RESIDENCE HOCHE;49 RUE DE CHARLES NODIER;93310;LE PR� SAINT GERVAIS;01 48 45 40 10;;0;0;0;;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;VRAI;"<div>M�tro ligne : 5 &nbsp;- &nbsp;Arr�t : HOCHE</div>

<div>La rue Charles NODIER est � l'angle du 50, avenue Jean Lolive</div>";"TV + FRIGO + MICRO-ONDE
QUELQUE CHAMBRES AVEC LA DOUCHE"
Residence Les Estudines;8 rue Pierre Curie;92600;ASNI�RES SUR SEINE;01 47 90 20 20;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;G�rante: Sarah BERNADT
RESIDENCE DE L'EUROPE;7 rue du 11 novembre 1918;93190;LIVRY GARGAN;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;M BENBEKTHI
Residence SCHUMAN;17 Boulevard Robert Schuman;93190;LIVRY GARGAN;06 19 89 66 23;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL MODERNE PR� SAINT GERVAIS;55 AVENUE EDOUARD VAILLANT;93310;LE PR� SAINT GERVAIS;06 52 79 82 91;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"<div>METRO LIGNE 11 OU 3BIS : PORTE DES LILAS</div>

<div>Chambres double a 30�</div>

<div>Simple � 29�</div>";"M.TALANZAR: 06 52 79 82 91
M.MOURAD: 06 95 84 18 31"
HOTEL FORNIO;104 boulevard de l'h�pital;75013;Paris;06 52 79 82 91;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;<div>M�tro : Campo Fornio</div>;"M TALANZAR : 06 52 79 82 91
M MOURAD : 06 95 84 18 31"
HOTEL PASTEUR;140 Avenue Pasteur;93170;BAGNOLET;01 48 35 51 25;;0;0;0;;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;;"il y a des chambres simples (11/12m�),doubles,triples et des studios ((15/16 m�),plaque de cuisson)
Reception : 01 48 35 51 25 MR MELITI 
Bureau : 01 43 63 71 64"
RESIDENCE SCI 2 L;27 Rue Saint CHARLES;93250;VILLEMOMBLE;06 30 85 43 25;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
RESIDENCE PALESTRO;4 rue de Palestro;93500;PANTIN;07 60 29 95 75;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;<div>M�tro ligne 5 : �glise de Pantin</div>;Mme SARAH
RESIDENCE SCI CAK 47;59 RUE EMILE BEAUFILS;93100;MONTREUIL;06 63 02 47 47;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;"M.Ouamri : 06.63.02.47.47
il faut 5 personnes facturables"
IBIS BUDGET;ZA La Garenne/14 all�e du Plateau;93250;VILLEMOMBLE;01 49 88 04 59;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
H�tel 5 Silences;17, Boulevard Jules Guesde;93210;SAINT DENIS;06 75 20 68 90;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
RESIDENCE NEUILLY PLAISANCE;78 avenue du Pr�sident Roosevelt;93360;NEUILLY PLAISANCE;06 10 08 89 29;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;M FLAMANT
HOTEL IKAR;168 rue du Rateau;93120;LA COURNEUVE;06 27 05 28 85;;0;0;0;;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;;r�ception
RESIDENCE CKS;7 rue du 11 novembre 1918;93190;LIVRY GARGAN;06 52 59 28 28;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;<div>Gare de SEVRAN LIVRY. Puis Bus 147 descendre place de la Lib�ration.</div>;M BENBEKHTI
HMS-R�sidence Roger Breton;41 rue roger breton;93700;DRANCY;06 51 01 34 25;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL LE COUTO;79 avenue Jean Jaures;93300;AUBERVILLIERS;01 48 11 63 70;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"<div>m�tro station quatres chemins &nbsp;- M�tro ligne 7 </div>

<div>MR NAFRADI</div>";
Hms-r�sidence Robert ballanger;230 boulevard robert ballanger;93420;VILLEPINTE;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;HMS
;;;;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL PRIM 'S;5 Passage de la Mairie;93310;LE PR� SAINT GERVAIS;01 48 40 40 73;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;G�rant Mr MOUSSAOUI
Pr�voyants;5 av Paul Vaillant  Couturier;93120;LA COURNEUVE;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;Kader:0622829838
HOTEL ALSACE;5 BOULEVARD DE LA REPUBLIQUE;93190;LIVRY GARGAN;;;0;15;0;;VRAI;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;FAUX;;
DEVIS POUR ACCORD;;75001;PARIS;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;Hotel cr�e pour les DEVIS FACTICE
HOTEL ANTINEA;26 AVENUE MATHURIN MOREAU;75019;PARIS;01 44 84 98 16;;30;0;0;;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;VRAI;;
RESIDENCE MERACHE;104 Avenue Paul Vaillant Couturier;93210;SAINT DENIS;06 33 38 96 53;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;<div>Ligne 13: BASILIQUE de Saint-denis</div>;M.MERACHE: 06.33.38. 96.53
HOTEL FABOSAM;144 rue Etienne Marcel;93100;MONTREUIL;01 42 87 03 44;06 50 91 27 46;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;<div>M�tro ligne 9 : Croix de Chavaux</div>;"M. MOULOUD 0650912746
M. Mustapha:0650910140
M AIT"
BHNV - AULNAY SOUS BOIS;27 boulevard de Strasbourg;93600;AULNAY SOUS BOIS;06 23 71 48 86;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL FORMULE 1-ROUEN LOUVIERS LE VAUDREUIL;123 RUE B.CHEDEVILLE;27100;LE VAUDREUIL;08 91 70 52 78;02 32 61 27 73;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
RESIDENCE SCI POTIER;3 ALLEE POTTIER;93140;BONDY;06 59 99 19 87;;0;0;0;;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;"<div>RER E: ARRET BONDY ensuite prendre le Tramway Ligne T4 :GARE DE BONDY GARE D'AULNAY SOUS BOIS et descendre � la station:GARE DES PAVILLONS SOUS BOIS apr�s prendre le bus Ligne 146: GARE DES PAVILLONS-SOUS-BOIS LE BOURGET-RER et descendre � la station JEAN-BAPTISTE CLEMENT - JAURES</div>

<div>&nbsp;Prendre la direction Nord-Ouest Avenue Jean Jaur�s,Tourner � gauche Square Honor� d'Estienne d'Orves,Tourner � gauche All�e Danielle Casanova,Tourner � droite All�e Th�r�se,Tourner � droite All�e Pottier,Arriv�e All�e Pottier</div>";"RESIDENCE POUR 4/5 PERSONNES SURFACE 36 M�
FRIGO,MICRO-ONDE,GAZ,DOUCHE,TABLE,CHAISE,TV,LAVE-LINGE"
;;;;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
HOTEL LA FORET;15 rue Henri BARBUSSE;93370;MONTFERMEIL;06 14 81 29 30;;0;0;0;;VRAI;FAUX;FAUX;VRAI;FAUX;VRAI;FAUX;VRAI;FAUX;<div>Bus 601 et 602</div>;
RESIDENCE ESPOIR - ASNIERES;3 boulevard Voltaire;92600;ASNI�RES SUR SEINE;;;0;0;0;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"<div>M�tro Ligne 13 direction : Asnieres Gennevilliers &nbsp;Jusqu'� l'arr�t Gabriel Peri </div>";
